wallet_id,score,transaction_frequency,total_volume,liquidation_events,collateral_ratio,protocol_interaction
0xc22b8e78394ce52e0034609a67ae3c959daa84bc,10,0,21.365084066982284,1,0.0,0
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,81,0,58.71642545995201,11,0.015037593984962405,2
0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,0,0,0.0235726931,0,0.0,0
0xcf0033bf27804640e5339e06443e208db5870dd2,0,0,0.02907615,0,0.0,0
0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,0,0,0.0213198,0,0.0,0
0xd1a3888fd8f490367c6104e10b4154427c02dd9c,0,0,0.0330207557,0,0.0,0
0xd334d18fa6bada9a10f361bae42a019ce88a3c33,0,0,0.0243271905,0,0.0,0
0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,0,0,0.057000605,0,0.0,0
0xdde73df7bd4d704a89ad8421402701b3a460c6e9,49,0,5.444788990054342,8,0.0,0
0xde92d70253604fd8c5998c8ee3ed282a41b33b7f,0,0,0.0186,0,0.0,0
0xded1f838ae6aa5fcd0f13481b37ee88e5bdccb3d,0,0,0.1730543812,0,0.0,0
0xebb8629e8a3ec86cf90cb7600264415640834483,0,0,0.0967108544806151,0,0.0,0
0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,0,0,0.007760666,0,0.0,0
0xf10fd8921019615a856c1e95c7cd3632de34edc4,22,0,6.152284646530474,3,0.015873015873015872,1
0xf340b9f2098f80b86fbc5ede586c319473aa11f3,243,0,1585.0710595240353,7,0.002336448598130841,1
0xf54f36bca969800fd7d63a68029561309938c09b,0,0,0.016,0,0.0,0
0xf60304b534f74977e159b2e159e135475c245526,0,0,0.0,0,0.0,0
0xf67e8e5805835465f7eba988259db882ab726800,0,0,0.016,0,0.0,0
0xf7aa5d0752cfcd41b0a5945867d619a80c405e52,0,0,0.0186,0,0.0,0
0xf80a8b9cfff0febf49914c269fb8aead4a22f847,12,0,0.40100389000000003,2,0.0,0
0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,0,0,0.0186,0,0.0,0
